지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s)
415,용산,2019-09-08,25.4,.5,1.9
415,용산,2019-09-09,25.8,0,1.1
415,용산,2019-09-10,24.2,62,1.9
415,용산,2019-09-11,24.8,7,3.1
415,용산,2019-09-12,21.5,6,2.4
415,용산,2019-09-13,23.9,0,1.2
415,용산,2019-09-14,23,1,.8
415,용산,2019-09-15,25.3,0,1.4
415,용산,2019-09-16,25.4,0,1.9
415,용산,2019-09-17,24.6,0,1.7
415,용산,2019-09-18,22,0,1.6
415,용산,2019-09-19,20.5,0,1.6
415,용산,2019-09-20,20.4,0,2.1
415,용산,2019-09-24,,0,
415,용산,2019-09-25,21.8,0,.9
415,용산,2019-09-26,23.6,0,1.1
415,용산,2019-09-27,23.7,0,1.3
415,용산,2019-09-28,24.6,0,1.1
415,용산,2019-09-29,23.5,0,.9
415,용산,2019-09-30,23.1,0,1.1
415,용산,2019-10-01,23.7,0,1.3
415,용산,2019-10-02,22.5,18,2.6
415,용산,2019-10-03,23.4,5.5,1.8
415,용산,2019-10-04,23,0,2.3
415,용산,2019-10-05,19.3,0,2.7
415,용산,2019-10-06,18.5,0,2.6
415,용산,2019-10-07,15.5,24.5,1.1
415,용산,2019-10-08,16.1,0,1.2
415,용산,2019-10-09,15.2,0,.9
415,용산,2019-10-10,16.2,0,1.1
415,용산,2019-10-11,19.6,0,2.1
415,용산,2019-10-12,18.4,0,4.1
415,용산,2019-10-13,17.9,0,1.9
415,용산,2019-10-14,15.4,0,1.3
415,용산,2019-10-15,15.5,0,1.3
415,용산,2019-10-16,15.8,0,1.2
415,용산,2019-10-17,16.3,0,1.2
415,용산,2019-10-18,17.9,0,2.2
415,용산,2019-10-19,17.9,0,1.2
415,용산,2019-10-20,17.6,0,1
415,용산,2019-10-21,18.2,0,.9
415,용산,2019-10-22,18.8,0,1.1
415,용산,2019-10-23,17.9,0,1.9
415,용산,2019-10-24,18.9,0,2.8
415,용산,2019-10-25,17.4,1,1.5
415,용산,2019-10-26,10.9,0,1.6
415,용산,2019-10-27,12.1,0,1
415,용산,2019-10-28,13.7,4,2.3
415,용산,2019-10-29,13.8,.5,1.3
415,용산,2019-10-30,12.5,0,1.4
415,용산,2019-10-31,15.4,0,2.4
415,용산,2019-11-01,16.1,0,.7
415,용산,2019-11-02,14.9,0,1
415,용산,2019-11-03,15.5,0,1.8
415,용산,2019-11-04,14.7,0,1.6
415,용산,2019-11-05,13.2,0,1.1
415,용산,2019-11-06,12.3,0,1.2
415,용산,2019-11-07,10.4,0,1.3
415,용산,2019-11-08,8.5,0,1
415,용산,2019-11-09,10.7,0,1
415,용산,2019-11-10,10.8,13.5,1.6
415,용산,2019-11-11,12.2,.5,1.3
415,용산,2019-11-12,10.7,0,.8
415,용산,2019-11-13,8.5,9,2.1
415,용산,2019-11-14,2.3,0,1.8
415,용산,2019-11-15,6.7,24,1.7
415,용산,2019-11-16,7.4,0,1.2
415,용산,2019-11-17,8.8,33,2.2
415,용산,2019-11-18,5.5,13.5,2.2
415,용산,2019-11-19,1.5,0,1.9
415,용산,2019-11-20,1.8,0,1.2
415,용산,2019-11-21,5.2,0,1.4
415,용산,2019-11-22,10.2,0,1.4
415,용산,2019-11-23,12.7,0,1.5
415,용산,2019-11-24,10.5,3,1.2
415,용산,2019-11-25,2.8,0,1.4
415,용산,2019-11-26,7.3,0,1.1
415,용산,2019-11-27,3.9,0,1.4
415,용산,2019-11-28,4.3,0,1
415,용산,2019-11-29,2.4,0,1.3
415,용산,2019-11-30,4.6,0,1.3
415,용산,2019-12-01,5.2,3.5,1.2
415,용산,2019-12-02,.9,0,1.9
415,용산,2019-12-03,1,0,1.4
415,용산,2019-12-04,2.9,.5,1.2
415,용산,2019-12-05,-3.6,0,2.2
415,용산,2019-12-06,-4.9,0,1.4
415,용산,2019-12-07,-1.6,0,1.6
415,용산,2019-12-08,-.5,0,1
415,용산,2019-12-09,3.7,0,2.2
415,용산,2019-12-10,8.6,2,.9
415,용산,2019-12-11,7,.5,2.7
415,용산,2019-12-12,0,0,1.5
415,용산,2019-12-13,2.7,0,1.8
415,용산,2019-12-14,3.3,.5,1.7
415,용산,2019-12-15,4.9,0,1.2
415,용산,2019-12-16,7.9,0,1.3
415,용산,2019-12-17,8.1,8.5,1.4
415,용산,2019-12-18,1.5,0,1.4
415,용산,2019-12-19,0,0,1.4
415,용산,2019-12-20,-.3,0,1.5
415,용산,2019-12-21,-.5,0,1.4
415,용산,2019-12-22,4.1,.5,1.2
415,용산,2019-12-23,4,2.5,1.3
415,용산,2019-12-24,1.6,0,.9
415,용산,2019-12-25,2.4,0,1.1
415,용산,2019-12-26,2.5,.5,1.4
415,용산,2019-12-27,-.8,0,1.4
415,용산,2019-12-28,1.6,0,1.6
415,용산,2019-12-29,4,1.5,2.1
415,용산,2019-12-30,3.1,0,1.7
415,용산,2019-12-31,-7.2,0,2.2
415,용산,2020-01-01,-2.1,0,1.3
415,용산,2020-01-02,1.7,0,1.2
415,용산,2020-01-03,.8,0,1
415,용산,2020-01-04,1.8,0,1.2
415,용산,2020-01-05,1.3,0,.7
415,용산,2020-01-06,3,1,2.5
415,용산,2020-01-07,6.3,52.5,2.8
415,용산,2020-01-08,3,4.5,2.7
415,용산,2020-01-09,-.3,0,1.5
415,용산,2020-01-10,.3,0,1
415,용산,2020-01-11,.2,0,.9
415,용산,2020-01-12,-.5,0,1.5
415,용산,2020-01-13,-1.8,0,1.3
415,용산,2020-01-14,-1.4,0,1.1
415,용산,2020-01-15,-1.7,0,1.3
415,용산,2020-01-16,-.9,0,1.2
415,용산,2020-01-17,0,0,.9
415,용산,2020-01-18,.8,0,1.1
415,용산,2020-01-19,2.5,.5,1.3
415,용산,2020-01-20,1.4,0,1.8
415,용산,2020-01-21,-.1,0,1
415,용산,2020-01-22,3.1,0,1.2
415,용산,2020-01-23,4.6,0,.8
415,용산,2020-01-24,3.2,0,.4
415,용산,2020-01-25,4.3,0,.1
415,용산,2020-01-26,5.4,0,2.1
415,용산,2020-01-27,6.2,0,5.2
415,용산,2020-01-28,7.4,0,2.7
415,용산,2020-01-29,6,0,1.3
415,용산,2020-01-30,5.6,0,1.2
415,용산,2020-01-31,4.5,0,2
415,용산,2020-02-01,3.4,0,1.2
415,용산,2020-02-02,2.1,0,1.2
415,용산,2020-02-03,.4,0,1.8
415,용산,2020-02-04,-.8,.5,1.7
415,용산,2020-02-05,-7.8,0,
415,용산,2020-02-06,-5.6,0,1.5
415,용산,2020-02-07,-1,0,1.3
415,용산,2020-02-08,.6,0,1.9
415,용산,2020-02-09,.3,0,1.5
415,용산,2020-02-10,4.2,0,1.1
415,용산,2020-02-11,7,0,1.2
415,용산,2020-02-12,7.3,9.5,1.3
415,용산,2020-02-13,7,0,1.4
415,용산,2020-02-14,8.3,0,.8
415,용산,2020-02-15,9.6,2,1.3
415,용산,2020-02-16,-.9,12.5,2.4
415,용산,2020-02-17,-5.3,0,2.1
415,용산,2020-02-18,-3.1,0,1.6
415,용산,2020-02-19,1.3,0,1.2
415,용산,2020-02-20,4.9,0,1
415,용산,2020-02-21,7.2,4.5,2.1
415,용산,2020-02-22,4.9,2,3
415,용산,2020-02-23,3.1,0,1.8
415,용산,2020-02-24,7,0,1.1
415,용산,2020-02-25,7,17.5,4
415,용산,2020-02-26,7.1,0,1.6
415,용산,2020-02-27,6.7,0,1.8
415,용산,2020-02-28,4.8,4,1.1
415,용산,2020-02-29,7.9,.5,1.3
415,용산,2020-03-01,6.3,0,1.5
415,용산,2020-03-02,4.2,0,1.8
415,용산,2020-03-03,5.4,0,2.1
415,용산,2020-03-04,2.7,0,2.6
415,용산,2020-03-05,1.8,0,1.9
415,용산,2020-03-06,3.9,0,1
415,용산,2020-03-07,7.3,0,1.3
415,용산,2020-03-08,9.2,0,.9
415,용산,2020-03-09,11,0,1.1
415,용산,2020-03-10,7.2,11.5,1.4
415,용산,2020-03-11,4.4,0,2.5
415,용산,2020-03-12,7.3,0,2.6
415,용산,2020-03-13,5.3,0,2.3
415,용산,2020-03-14,4.3,0,2.6
415,용산,2020-03-15,4.9,0,2.3
415,용산,2020-03-16,3.8,0,2.6
415,용산,2020-03-17,7.4,0,2
415,용산,2020-03-18,10.7,0,1.8
415,용산,2020-03-19,9.5,0,4.5
415,용산,2020-03-20,9.5,0,3.5
415,용산,2020-03-21,13.2,0,1.6
415,용산,2020-03-22,11.6,0,2
415,용산,2020-03-23,11.2,0,2
415,용산,2020-03-24,11.8,0,1.4
415,용산,2020-03-25,12.7,0,1.2
415,용산,2020-03-26,14.5,2,1.7
415,용산,2020-03-27,12.5,4.5,1.7
415,용산,2020-03-28,8.2,0,2.4
415,용산,2020-03-29,9.2,0,1.4
415,용산,2020-03-30,10.6,0,1.3
415,용산,2020-03-31,12.1,0,1.2
415,용산,2020-04-01,11.7,0,2.5
415,용산,2020-04-02,9.9,0,2.1
415,용산,2020-04-03,10.4,0,2.5
415,용산,2020-04-04,,0,2.5
415,용산,2020-04-05,,0,2.4
415,용산,2020-04-06,,0,2.2
415,용산,2020-04-07,11.3,0,2.5
415,용산,2020-04-08,10.3,0,2.1
415,용산,2020-04-09,9.6,0,2.3
415,용산,2020-04-10,10.9,0,1.6
415,용산,2020-04-11,10.2,0,2.6
415,용산,2020-04-12,10.4,0,4
415,용산,2020-04-13,12.8,0,3.3
415,용산,2020-04-14,13.5,0,2
415,용산,2020-04-15,13.9,0,1.3
415,용산,2020-04-16,16.4,0,1.7
415,용산,2020-04-17,12.9,7,1.4
415,용산,2020-04-18,14.3,0,1.9
415,용산,2020-04-19,12.6,11.5,1.9
415,용산,2020-04-20,10.8,0,3.3
415,용산,2020-04-21,8.3,0,3.2
415,용산,2020-04-22,6.8,0,2.7
415,용산,2020-04-23,8.9,0,2.7
415,용산,2020-04-24,10.9,0,4
415,용산,2020-04-25,14.2,0,4.4
415,용산,2020-04-26,13.3,0,1.9
415,용산,2020-04-27,13.7,0,2.2
415,용산,2020-04-28,,0,2.6
415,용산,2020-04-29,15.6,0,2
415,용산,2020-04-30,17.7,0,2.5
415,용산,2020-05-01,21,0,2.2
415,용산,2020-05-02,21.1,0,1.7
415,용산,2020-05-03,22.6,0,1.4
415,용산,2020-05-04,20.6,0,2.6
415,용산,2020-05-05,,0,1.5
415,용산,2020-05-06,,0,1.4
415,용산,2020-05-07,21.4,0,1.6
415,용산,2020-05-08,20.3,2.5,1.5
415,용산,2020-05-09,14.6,28,3.1
415,용산,2020-05-10,,.5,2.7
415,용산,2020-05-11,,3.5,2.8
415,용산,2020-05-12,15.1,1,2.7
415,용산,2020-05-13,17.1,0,2.5
415,용산,2020-05-14,20.2,0,1.5
415,용산,2020-05-15,16.6,10,2.6
415,용산,2020-05-16,17.1,1.5,1.3
415,용산,2020-05-17,19.7,0,1.2
415,용산,2020-05-18,19.6,29,1.6
415,용산,2020-05-19,13.6,10,3.5
415,용산,2020-05-20,15.2,0,1.9
415,용산,2020-05-21,18.2,0,1.8
415,용산,2020-05-22,19.6,0,1.2
415,용산,2020-05-23,20.9,0,1.7
415,용산,2020-05-24,17.9,14,3.3
415,용산,2020-05-25,17.4,0,1.9
415,용산,2020-05-26,17.1,1,1.3
415,용산,2020-05-27,18.7,0,1.8
415,용산,2020-05-28,19.9,0,1.4
415,용산,2020-05-29,21.7,0,1.7
415,용산,2020-05-30,23.5,0,1.5
415,용산,2020-05-31,22.1,.5,1.7
415,용산,2020-06-01,20.4,0,3.2
415,용산,2020-06-02,18.7,2.5,2
415,용산,2020-06-03,22.7,0,2.2
415,용산,2020-06-04,22.6,0,2.5
415,용산,2020-06-05,23.8,0,1.7
415,용산,2020-06-06,25.3,0,1.5
415,용산,2020-06-07,23.6,0,2
415,용산,2020-06-08,25.8,0,1.5
415,용산,2020-06-09,27.9,0,1.4
415,용산,2020-06-10,26.5,8,1.3
415,용산,2020-06-11,27,0,2
415,용산,2020-06-12,25.6,0,1.5
415,용산,2020-06-13,27.6,0,1.3
415,용산,2020-06-14,24.5,2,2.7
415,용산,2020-06-15,23.6,0,2.9
415,용산,2020-06-16,24.9,0,2.5
415,용산,2020-06-17,24.9,0,2
415,용산,2020-06-18,24,0,1.4
415,용산,2020-06-19,25.5,0,2.1
415,용산,2020-06-20,25.9,0,1.6
415,용산,2020-06-21,26.9,0,1.4
415,용산,2020-06-22,29.4,0,1.4
415,용산,2020-06-23,27.9,0,1.5
415,용산,2020-06-24,22.8,25.5,2.2
415,용산,2020-06-25,22,8.5,2
415,용산,2020-06-26,22.5,1.5,3.6
415,용산,2020-06-27,25.1,0,1.6
415,용산,2020-06-28,26,0,1.8
415,용산,2020-06-29,24.3,16,1.7
415,용산,2020-06-30,20.6,69.5,3.8
415,용산,2020-07-01,21.7,0,1.2
415,용산,2020-07-02,24.9,0,1.1
415,용산,2020-07-03,25.8,0,1.8
415,용산,2020-07-04,24.6,2,2.1
415,용산,2020-07-05,24.3,0,1.6
415,용산,2020-07-06,26.5,0,1.4
415,용산,2020-07-07,25.3,0,1.7
415,용산,2020-07-08,26.3,0,1.7
415,용산,2020-07-09,28.2,0,1.4
415,용산,2020-07-10,25.5,.5,3.3
415,용산,2020-07-11,26.6,0,3.3
415,용산,2020-07-12,24.2,2.5,2.1
415,용산,2020-07-13,19.1,50.5,4
415,용산,2020-07-14,21,15.5,3.2
415,용산,2020-07-15,24.3,0,1.7
415,용산,2020-07-16,25.9,0,1.6
415,용산,2020-07-17,26.9,0,1.5
415,용산,2020-07-18,27,0,1.3
415,용산,2020-07-19,25,33,1.7
415,용산,2020-07-20,24.7,1.5,4.1
415,용산,2020-07-21,26.3,0,1.5
415,용산,2020-07-22,24,12.5,1
415,용산,2020-07-23,21.6,98,3.3
415,용산,2020-07-24,23.5,0,5
415,용산,2020-07-25,25.2,0,3.5
415,용산,2020-07-26,25.7,0,2
415,용산,2020-07-27,24.8,2,1.9
415,용산,2020-07-28,24.8,.5,1.7
415,용산,2020-07-29,24.3,42.5,1.5
415,용산,2020-07-30,26,.5,1.9
415,용산,2020-07-31,26.9,0,2
415,용산,2020-08-01,25.9,45,1.5
415,용산,2020-08-02,25.5,19.5,2.5
415,용산,2020-08-03,25.6,59,3.3
415,용산,2020-08-04,27.9,4.5,4.4
415,용산,2020-08-05,26.9,14.5,1.5
415,용산,2020-08-06,24.7,75.5,3.8
415,용산,2020-08-07,25.2,0,1.1
415,용산,2020-08-08,,18,1.6
415,용산,2020-08-09,,44.5,2.8
415,용산,2020-08-10,,69.5,1.5
415,용산,2020-08-11,25.1,98,1.8
415,용산,2020-08-12,27.8,0,1.6
415,용산,2020-08-13,28.6,0,2.3
415,용산,2020-08-14,28.1,0,3.8
415,용산,2020-08-15,,54,1.9
415,용산,2020-08-16,,0,3
415,용산,2020-08-17,29.4,0,1.9
415,용산,2020-08-18,28.5,0,1.1
415,용산,2020-08-19,28.1,0,1.3
415,용산,2020-08-20,28.8,0,1.3
415,용산,2020-08-21,27.8,0,1.4
415,용산,2020-08-22,25,34,1.8
415,용산,2020-08-23,26.3,0,1.4
415,용산,2020-08-24,28.6,0,1.9
415,용산,2020-08-25,30.7,0,1.7
415,용산,2020-08-26,30.8,1,2.9
415,용산,2020-08-27,27.9,10.5,3.1
415,용산,2020-08-28,27.7,12,1
415,용산,2020-08-29,26.8,25,1
415,용산,2020-08-30,27.7,3,1.9
415,용산,2020-08-31,27.4,0,2.8
415,용산,2020-09-01,27.4,0,1.2
415,용산,2020-09-02,24.8,30,2.3
415,용산,2020-09-03,23.4,31.5,4.1
415,용산,2020-09-04,24.2,0,3.1
415,용산,2020-09-05,24.1,0,1.4
415,용산,2020-09-06,22.3,6,2.7
415,용산,2020-09-07,19.8,46,3.5
415,용산,2020-09-08,24.1,0,4.4
415,용산,2020-09-09,21.4,1,1.5
415,용산,2020-09-10,23.2,2.5,1.5
415,용산,2020-09-11,23,2.5,2.2
415,용산,2020-09-12,20.7,7,2.2
415,용산,2020-09-13,22,0,1.8
415,용산,2020-09-14,22,0,1.2
415,용산,2020-09-15,23.7,0,1.1
415,용산,2020-09-16,23,0,1.4
415,용산,2020-09-17,22.3,0,1.4
415,용산,2020-09-18,22.6,0,2.5
415,용산,2020-09-19,22,0,1.5
415,용산,2020-09-20,20.7,0,1.3
415,용산,2020-09-21,19.7,0,1.1
415,용산,2020-09-22,20.8,0,2.6
415,용산,2020-09-23,19.9,0,3.9
415,용산,2020-09-24,21.2,0,4
415,용산,2020-09-25,21.2,0,2.9
415,용산,2020-09-26,20.5,0,3.1
415,용산,2020-09-27,21.1,0,1.7
415,용산,2020-09-28,21.1,0,1.4
415,용산,2020-09-29,20.5,0,1.2
415,용산,2020-09-30,20.1,1,1.2
415,용산,2020-10-01,19.7,0,1.8
415,용산,2020-10-02,19.9,0,2
415,용산,2020-10-03,20.6,.5,.9
415,용산,2020-10-04,17.8,0,2.1
415,용산,2020-10-05,14.6,0,1.7
415,용산,2020-10-06,15.1,0,1.5
415,용산,2020-10-07,16.7,0,1.8
415,용산,2020-10-08,17.8,0,3.3
415,용산,2020-10-09,17.9,0,3.5
415,용산,2020-10-10,17.4,0,1.9
415,용산,2020-10-11,17.3,0,1.6
415,용산,2020-10-12,17,0,1.3
415,용산,2020-10-13,14.7,0,1.2
415,용산,2020-10-14,13.6,0,1.4
415,용산,2020-10-15,12.7,0,1.2
415,용산,2020-10-16,12.7,0,1.1
415,용산,2020-10-17,13.9,0,1.3
415,용산,2020-10-18,14.1,0,1.2
415,용산,2020-10-19,15.3,0,1
415,용산,2020-10-20,15.2,0,.9
415,용산,2020-10-21,14.8,0,1.3
415,용산,2020-10-22,14.3,0,1.6
415,용산,2020-10-23,9.7,0,2
415,용산,2020-10-24,9.5,0,1.5
415,용산,2020-10-25,11.8,0,.9
415,용산,2020-10-26,13.2,0,1
415,용산,2020-10-27,14.5,0,1
415,용산,2020-10-28,14.6,0,1.4
415,용산,2020-10-29,11.2,0,1
415,용산,2020-10-30,11.9,0,1
415,용산,2020-10-31,14.1,0,2.3
415,용산,2020-11-01,14,10,1.8
415,용산,2020-11-02,11.5,0,1.3
415,용산,2020-11-03,5.9,.5,2.2
415,용산,2020-11-04,6.1,0,1.5
415,용산,2020-11-05,9.8,0,1.3
415,용산,2020-11-06,13.7,0,1.1
415,용산,2020-11-07,15.3,0,1.8
415,용산,2020-11-08,9.4,0,1.8
415,용산,2020-11-09,6.6,0,1.5
415,용산,2020-11-10,8.5,0,1.1
415,용산,2020-11-11,9.4,0,.9
415,용산,2020-11-12,10.7,0,1
415,용산,2020-11-13,12.2,0,1
415,용산,2020-11-14,12.3,0,1
415,용산,2020-11-15,11.2,0,.9
415,용산,2020-11-16,11.9,0,.9
415,용산,2020-11-17,15.7,0,1.4
415,용산,2020-11-18,17.3,6,1.7
415,용산,2020-11-19,14.4,63,3.6
415,용산,2020-11-20,3.5,0,2.2
415,용산,2020-11-21,7,0,1.8
415,용산,2020-11-22,6.2,4,1.6
415,용산,2020-11-23,2.4,0,1.6
415,용산,2020-11-24,3.9,0,1.1
415,용산,2020-11-25,5.2,0,.9
415,용산,2020-11-26,6.2,0,1.1
415,용산,2020-11-27,4.8,0,1.7
415,용산,2020-11-28,.4,0,1.8
415,용산,2020-11-29,.2,0,1.4
415,용산,2020-11-30,.4,0,1.4
415,용산,2020-12-01,1.9,0,1.4
415,용산,2020-12-02,3.2,0,1.2
415,용산,2020-12-03,1.4,0,1.6
415,용산,2020-12-04,.3,0,1.2
415,용산,2020-12-05,2.7,0,1.2
415,용산,2020-12-06,4.6,0,1.2
415,용산,2020-12-07,3.9,0,1.5
415,용산,2020-12-08,.3,0,1.5
415,용산,2020-12-09,1.8,0,1
415,용산,2020-12-10,6.3,0,1.2
415,용산,2020-12-11,5.7,0,.9
415,용산,2020-12-12,3.1,0,1.2
415,용산,2020-12-13,-.9,2.5,1.9
415,용산,2020-12-14,-7.3,0,2.4
415,용산,2020-12-15,-7.6,0,2.2
415,용산,2020-12-16,-7.4,0,1.8
415,용산,2020-12-17,-4.5,0,1.3
415,용산,2020-12-18,-1.7,0,1.9
415,용산,2020-12-19,-4.4,0,1.7
415,용산,2020-12-20,-3.1,0,1.3
415,용산,2020-12-21,-1.2,0,1
415,용산,2020-12-22,1.7,0,1.2
415,용산,2020-12-23,4.5,0,2.2
415,용산,2020-12-24,3.3,0,1.8
415,용산,2020-12-25,0,0,1.4
415,용산,2020-12-26,2.1,0,1
415,용산,2020-12-27,5.6,0,1.2
415,용산,2020-12-28,6.6,1,.8
415,용산,2020-12-29,.4,0,1.5
415,용산,2020-12-30,-10.6,0,2.5
415,용산,2020-12-31,-8.3,0,1.8
510,영등포 ,2016-01-01,3.2,0,1
510,영등포 ,2016-01-02,7.5,0,1.1
510,영등포 ,2016-01-03,7.5,0,.8
510,영등포 ,2016-01-04,3.6,0,1.6
510,영등포 ,2016-01-05,-.9,0,1.2
510,영등포 ,2016-01-06,.4,0,1.1
510,영등포 ,2016-01-07,-1.6,0,1.3
510,영등포 ,2016-01-08,-1.1,0,1.2
510,영등포 ,2016-01-09,0,0,1.2
510,영등포 ,2016-01-10,1.7,0,1.4
510,영등포 ,2016-01-11,-2.4,0,1.4
510,영등포 ,2016-01-12,-3.4,0,1.3
510,영등포 ,2016-01-13,-2.7,0,1.3
510,영등포 ,2016-01-14,-1.9,0,1.1
510,영등포 ,2016-01-15,1.7,0,.8
510,영등포 ,2016-01-16,1.6,0,1.1
510,영등포 ,2016-01-17,3.5,0,.9
510,영등포 ,2016-01-18,-4.9,0,2.4
510,영등포 ,2016-01-19,-10.8,0,2.8
510,영등포 ,2016-01-20,-8.6,0,1.2
510,영등포 ,2016-01-21,-5.6,0,1.1
510,영등포 ,2016-01-22,-6,0,1.4
510,영등포 ,2016-01-23,-9.6,0,2.3
510,영등포 ,2016-01-24,-12.5,0,2
510,영등포 ,2016-01-25,-7.5,0,1.2
510,영등포 ,2016-01-26,-1.4,0,1
510,영등포 ,2016-01-27,.7,0,.9
510,영등포 ,2016-01-28,1.2,0,.7
510,영등포 ,2016-01-29,3.1,0,.7
510,영등포 ,2016-01-30,1.5,0,.9
510,영등포 ,2016-01-31,-2.4,0,1.6
510,영등포 ,2016-02-01,-4.5,0,1.5
510,영등포 ,2016-02-02,-3.3,0,1.1
510,영등포 ,2016-02-03,-.3,0,.9
510,영등포 ,2016-02-04,1.2,0,1.3
510,영등포 ,2016-02-05,-.3,0,1.2
510,영등포 ,2016-02-06,-1.7,0,1.4
510,영등포 ,2016-02-07,-1.1,0,1.1
510,영등포 ,2016-02-08,3,0,2.1
510,영등포 ,2016-02-09,2.4,0,1.5
510,영등포 ,2016-02-10,4.4,0,.6
510,영등포 ,2016-02-11,9.5,0,1
510,영등포 ,2016-02-12,9.5,17,.8
510,영등포 ,2016-02-13,12,3.5,1.2
510,영등포 ,2016-02-14,-1.3,1,2.4
510,영등포 ,2016-02-15,-4.5,0,2.1
510,영등포 ,2016-02-16,-.8,.5,1.7
510,영등포 ,2016-02-17,1.9,0,1.3
510,영등포 ,2016-02-18,5.1,0,2.4
510,영등포 ,2016-02-19,4.1,0,.9
510,영등포 ,2016-02-20,2.8,0,1.9
510,영등포 ,2016-02-21,1.2,0,1.5
510,영등포 ,2016-02-22,2.6,0,1.2
510,영등포 ,2016-02-23,1.8,0,1.7
510,영등포 ,2016-02-24,-1.6,0,1.6
510,영등포 ,2016-02-25,1.8,0,1.6
510,영등포 ,2016-02-26,3.7,0,1.4
510,영등포 ,2016-02-27,4.5,0,1.1
510,영등포 ,2016-02-28,2.3,.5,1
510,영등포 ,2016-02-29,-2.1,0,2.1
510,영등포 ,2016-03-01,-.9,0,1.6
510,영등포 ,2016-03-02,4.4,0,1.9
510,영등포 ,2016-03-03,9.1,0,1.5
510,영등포 ,2016-03-04,13.8,0,1.1
510,영등포 ,2016-03-05,12.4,42.5,1.4
510,영등포 ,2016-03-06,9.4,0,1.3
510,영등포 ,2016-03-07,9.7,0,.8
510,영등포 ,2016-03-08,4,0,1.8
510,영등포 ,2016-03-09,1.2,0,2.1
510,영등포 ,2016-03-10,.6,0,1.8
510,영등포 ,2016-03-11,1,0,1.5
510,영등포 ,2016-03-12,3.7,0,1.8
510,영등포 ,2016-03-13,5,0,1.1
510,영등포 ,2016-03-14,5.9,0,1.4
510,영등포 ,2016-03-15,6.8,0,1.1
510,영등포 ,2016-03-16,8.9,0,1
510,영등포 ,2016-03-17,10.6,0,.7
510,영등포 ,2016-03-18,14.1,0,.9
510,영등포 ,2016-03-19,12.2,0,1.3
510,영등포 ,2016-03-20,11.2,0,1.2
510,영등포 ,2016-03-21,10.7,0,1.4
510,영등포 ,2016-03-22,8.5,0,1.7
510,영등포 ,2016-03-23,9,0,1.7
510,영등포 ,2016-03-24,7.8,0,1.5
510,영등포 ,2016-03-25,7.9,0,1.4
510,영등포 ,2016-03-26,7.6,0,1.5
510,영등포 ,2016-03-27,8.1,0,1.6
510,영등포 ,2016-03-28,10.8,0,1.4
510,영등포 ,2016-03-29,12.2,0,2.7
510,영등포 ,2016-03-30,12.3,0,1.4
510,영등포 ,2016-03-31,15,0,.8
510,영등포 ,2016-04-01,16.6,0,.9
510,영등포 ,2016-04-02,16.1,0,1.4
510,영등포 ,2016-04-03,11.9,1.5,.9
510,영등포 ,2016-04-04,13.4,0,1.1
510,영등포 ,2016-04-05,12.2,0,1.8
510,영등포 ,2016-04-06,15.3,0,1.1
510,영등포 ,2016-04-07,14.8,,1.5
510,영등포 ,2016-04-08,11.3,0,2
510,영등포 ,2016-04-09,11.6,0,1.3
510,영등포 ,2016-04-10,14.1,0,1.3
510,영등포 ,2016-04-11,13.8,0,1.2
510,영등포 ,2016-04-12,15.3,0,1.6
510,영등포 ,2016-04-13,16.4,.5,.8
510,영등포 ,2016-04-14,12.4,0,1.6
510,영등포 ,2016-04-15,16.2,0,1.3
510,영등포 ,2016-04-16,16.2,20.5,1.3
510,영등포 ,2016-04-17,11.7,16,2.9
510,영등포 ,2016-04-18,12.1,1.5,2.2
510,영등포 ,2016-04-19,13.1,0,1.2
510,영등포 ,2016-04-20,15.6,.5,1.4
510,영등포 ,2016-04-21,14.2,18,1
510,영등포 ,2016-04-22,14.5,0,1.5
510,영등포 ,2016-04-23,14.9,0,1.1
510,영등포 ,2016-04-24,16.7,0,1
510,영등포 ,2016-04-25,18.5,0,.9
510,영등포 ,2016-04-26,21.9,0,.9
510,영등포 ,2016-04-27,18.5,0,1.2
510,영등포 ,2016-04-28,17.7,0,1.3
510,영등포 ,2016-04-29,16.8,0,1.6
510,영등포 ,2016-04-30,17.2,0,2.4
510,영등포 ,2016-05-01,20.1,0,1.7
510,영등포 ,2016-05-02,21.6,17,1.8
510,영등포 ,2016-05-03,14.1,27,3.1
510,영등포 ,2016-05-04,16.8,0,2.7
510,영등포 ,2016-05-05,19.4,3,1.3
510,영등포 ,2016-05-06,16.9,8.5,1.3
510,영등포 ,2016-05-07,17.1,0,1.6
510,영등포 ,2016-05-08,20.4,0,1.2
510,영등포 ,2016-05-09,20.9,0,1.1
510,영등포 ,2016-05-10,15.6,14.5,1
510,영등포 ,2016-05-11,17.3,0,1.2
510,영등포 ,2016-05-12,18.6,0,1.9
510,영등포 ,2016-05-13,19.3,0,1.6
510,영등포 ,2016-05-14,21.3,0,1.3
510,영등포 ,2016-05-15,18.1,43,1.9
510,영등포 ,2016-05-16,17,2,1.9
510,영등포 ,2016-05-17,20.2,0,1.2
510,영등포 ,2016-05-18,23.5,0,1
510,영등포 ,2016-05-19,25.6,0,.9
510,영등포 ,2016-05-20,25.8,0,.9
510,영등포 ,2016-05-21,25.8,0,1
510,영등포 ,2016-05-22,25.9,0,1
510,영등포 ,2016-05-23,24.1,0,1.1
